# Dist (pix)	Value(Jy/beam)	(pix = 0.0122067600413 arcsec)
0.000000000000000000e+00 -1.339871785603463650e-03
1.000000000000000000e+00 -4.899500636383891106e-04
2.000000000000000000e+00 3.445975307840853930e-04
3.000000000000000000e+00 9.691964951343834400e-04
4.000000000000000000e+00 1.756810583174228668e-03
5.000000000000000000e+00 3.744326531887054443e-03
6.000000000000000000e+00 8.006417192518711090e-03
7.000000000000000000e+00 1.486839912831783295e-02
8.000000000000000000e+00 2.364057488739490509e-02
9.000000000000000000e+00 3.295533359050750732e-02
1.000000000000000000e+01 4.126118496060371399e-02
1.100000000000000000e+01 4.714516550302505493e-02
1.200000000000000000e+01 4.958077520132064819e-02
1.300000000000000000e+01 4.826024174690246582e-02
1.400000000000000000e+01 4.382286593317985535e-02
1.500000000000000000e+01 3.762947395443916321e-02
1.600000000000000000e+01 3.110117837786674500e-02
1.700000000000000000e+01 2.511723153293132782e-02
1.800000000000000000e+01 1.993618533015251160e-02
1.900000000000000000e+01 1.557240076363086700e-02
2.000000000000000000e+01 1.213420927524566650e-02
2.100000000000000000e+01 9.765845723450183868e-03
2.200000000000000000e+01 8.332036435604095459e-03
2.300000000000000000e+01 7.280827034264802933e-03
2.400000000000000000e+01 5.928729660809040070e-03
2.500000000000000000e+01 3.966364078223705292e-03
2.600000000000000000e+01 1.734263030812144279e-03
2.700000000000000000e+01 -8.275569598481524736e-06
2.800000000000000000e+01 -6.650888826698064804e-04
2.900000000000000000e+01 -2.611592353787273169e-04
3.000000000000000000e+01 6.159663898870348930e-04
3.100000000000000000e+01 1.339336973614990711e-03
3.200000000000000000e+01 1.745264162309467793e-03
3.300000000000000000e+01 2.136190421879291534e-03
3.400000000000000000e+01 2.795777050778269768e-03
